#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_13_length_150809_cov_38.912288	38186	38503	-	fepC	298-615/795	.....===/===...	2/6	39.62	68.22	vfdb	WP_002893737	(fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_13_length_150809_cov_38.912288	146039	146888	-	galU	4-859/888	========/======	1/6	95.72	68.92	vfdb	WP_005693178	(galU) glucosephosphate uridylyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1460_length_232_cov_0.954839	1	232	+	clbQ	269-500/723	.....======....	0/0	32.09	100.00	vfdb	WP_000065646	(clbQ) colibactin biosynthesis thioesterase ClbQ  [Colibactin (VF0573) - Exotoxin (VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	373	1333	+	clfA	1697-2615/2841	......../=====.	8/42	32.35	74.09	vfdb	WP_001056172	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MW2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	873	1819	+	clfA	1675-2615/2841	......../=====.	8/36	32.59	73.70	vfdb	WP_001056172	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MW2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	1425	2377	+	clfA	1675-2615/2841	......../=====.	5/24	32.91	74.66	vfdb	WP_001056172	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MW2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	2157	3106	+	clfA	1675-2606/2841	......../=====.	6/30	32.59	74.79	vfdb	WP_001056172	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MW2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	2625	3595	+	clfA	1675-2639/2841	......../======	7/30	33.54	73.65	vfdb	WP_001056172	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MW2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	108793	109498	+	flmH	26-731/735	========/======	4/6	95.65	72.36	vfdb	WP_005300916	(flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_14_length_145720_cov_39.583186	123825	126014	-	iutA	1-2190/2190	===============	0/0	100.00	99.54	vfdb	WP_014907843	(iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	73125	73822	+	vasE/tssK	640-1337/1344	......==/======	11/14	51.41	69.22	vfdb	WP_004224345	(vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	86426	87569	+	icmF/tssM	1833-2988/3456	.......=/=====.	12/30	32.84	67.64	vfdb	WP_049127998	(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	88168	89931	+	tssF	1-1755/1755	========/======	29/57	98.63	67.17	vfdb	WP_004190505	(tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	89896	90506	+	tssG	2-618/1086	========/......	10/18	55.71	67.58	vfdb	WP_004190503	(tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	91506	91922	+	tssE2	16-432/450	===============	0/0	92.67	74.58	vfdb	WP_077064471	(tssE2) type VI secretion system baseplate subunit TssE [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	107668	108437	+	kdsA	1-770/855	========/=====.	2/6	89.71	69.47	vfdb	WP_005693586	(kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_15_length_137728_cov_39.900625	133021	134076	+	narH	25-1086/1677	========/==....	16/32	62.19	66.23	vfdb	NP_215678	(narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_16_length_129776_cov_44.798842	65654	67780	-	fepA	112-2229/2229	========/======	16/25	94.66	75.32	vfdb	WP_012737617	(fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_16_length_129776_cov_44.798842	124824	125929	-	icl	196-1280/1287	..======/======	13/41	83.53	67.03	vfdb	YP_177728	(icl) Isocitrate lyase Icl (isocitrase) (isocitratase) [Isocitrate lyase (VF0253) - Others (VFC0346)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_17_length_129226_cov_44.737644	44952	45388	+	fur	1-437/453	===============	0/0	96.47	84.21	vfdb	NP_459678	(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_18_length_128853_cov_42.240425	38150	38665	-	CBU_1566	1-519/735	========/==....	5/11	69.66	67.30	vfdb	NP_820549	(CBU_1566) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_18_length_128853_cov_42.240425	79168	79791	+	rcsA	1-624/624	===============	0/0	100.00	99.84	vfdb	WP_002911561	(rcsA) transcriptional activator for ctr capsule biosynthesis [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_19_length_124136_cov_38.366825	1	209	-	vipA/tssB	1-209/492	=======........	0/0	42.48	98.56	vfdb	WP_004176434	(vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_19_length_124136_cov_38.366825	83079	84913	+	iroN	130-1958/2175	========/=====.	20/52	83.03	68.84	vfdb	WP_015874979	(iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1_length_395086_cov_40.088884	86588	87523	-	iroE	1-936/936	===============	0/0	100.00	99.36	vfdb	WP_004190148	(iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1_length_395086_cov_40.088884	211962	213093	+	pvdH	211-1348/1410	..======/======	17/36	79.22	65.74	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1_length_395086_cov_40.088884	232929	234858	+	katG	248-2213/2223	.=======/======	35/98	85.43	65.80	vfdb	NP_216424	(katG) catalase-peroxidase [KatG (VF0303) - Stress survival (VFC0282)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1_length_395086_cov_40.088884	236246	236733	-	mgtC	22-509/696	===========....	0/0	70.11	76.23	vfdb	NP_462663	(mgtC) Salmonella virulence protein MgtC [MgtC (VF1365) - Nutritional/Metabolic factor (VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_1_length_395086_cov_40.088884	305027	306082	+	narH	25-1086/1677	========/==....	17/28	62.31	67.75	vfdb	NP_215678	(narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	89802	90271	-	entD	1-470/630	============...	0/0	74.60	98.72	vfdb	WP_004183335	(entD) enterochelin synthetase component D [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	90338	92566	-	fepA	1-2229/2229	===============	0/0	100.00	99.06	vfdb	WP_012737617	(fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	92826	94034	+	fes	1-1209/1209	===============	0/0	100.00	98.92	vfdb	WP_012737618	(fes) enterobactin/ferric enterobactin esterase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	94276	98157	+	entF	1-3882/3882	===============	0/0	100.00	98.94	vfdb	WP_012737619	(entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	98222	99016	-	fepC	1-795/795	===============	0/0	100.00	99.50	vfdb	WP_002893737	(fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	99013	100005	-	fepG	1-993/993	===============	0/0	100.00	98.79	vfdb	WP_004147521	(fepG) iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	100002	101009	-	fepD	1-1008/1008	===============	0/0	100.00	99.50	vfdb	WP_004176917	(fepD) iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	101122	102363	+	entS	1-1242/1242	===============	0/0	100.00	99.19	vfdb	WP_004147525	(entS) enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	102507	103465	-	fepB	2-960/960	===============	0/0	99.90	99.58	vfdb	WP_012737621	(fepB) iron-enterobactin transporter periplasmic binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	103655	104830	+	entC	1-1176/1176	===============	0/0	100.00	99.49	vfdb	WP_014907941	(entC) isochorismate synthase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	104840	106447	+	entE	1-1608/1608	===============	0/0	100.00	99.50	vfdb	WP_004183353	(entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	106461	107312	+	entB	1-852/852	===============	0/0	100.00	99.41	vfdb	WP_004210873	(entB) 23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_20_length_119285_cov_40.202436	107321	108067	+	entA	1-747/747	===============	0/0	100.00	98.66	vfdb	WP_086074289	(entA) 23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_22_length_99367_cov_46.939893	11827	12294	-	fleQ	504-971/1473	....====/==....	4/8	31.50	68.01	vfdb	NP_249788	(fleQ) transcriptional regulator FleQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_23_length_98427_cov_43.244525	94064	94480	-	luxS	1-417/519	========/====..	2/2	80.15	72.49	vfdb	WP_001130227	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_24_length_90664_cov_42.639496	17581	18222	-	PA2359	112-753/1086	.=======/==....	8/18	58.29	69.12	vfdb	NP_251049	(PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_24_length_90664_cov_42.639496	73119	74110	+	rpoS	2-993/993	========/======	2/2	99.80	86.71	vfdb	NP_461845	(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_25_length_90595_cov_40.333459	24267	24529	+	sodB	21-283/579	========.......	0/0	45.42	69.96	vfdb	WP_016357051	(sodB) superoxide dismutase [SodB (VF0169) - Stress survival (VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_26_length_89919_cov_41.332562	1136	2159	+	waaA	42-1068/1278	========/====..	27/57	78.01	65.28	vfdb	NP_253675	(waaA) lipopolysaccharide core biosynthesis protein WaaP [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_26_length_89919_cov_41.332562	69039	72095	+	acrB	9-3083/3147	========/======	60/118	95.55	66.72	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_288_length_370_cov_0.996587	1	361	-	flgH	142-502/699	...========....	0/0	51.65	83.10	vfdb	WP_003857987	(flgH) flagellar basal body L-ring protein FlgH [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_28_length_79208_cov_45.004790	9197	10267	+	ompA	1-1041/1041	========/======	2/30	100.00	83.75	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_28_length_79208_cov_45.004790	56414	57135	-	nueA	1-734/762	========/======	11/26	93.83	70.72	vfdb	WP_016351249	(nueA) NeuA protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_29_length_74674_cov_39.453785	6585	6892	-	hcp2	1-308/492	========/=.....	4/8	61.79	69.87	vfdb	WP_032643420	(hcp2) type VI secretion system protein Hcp [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_29_length_74674_cov_39.453785	9790	10595	-	chuS	175-992/1029	..======/======	14/36	77.16	66.63	vfdb	WP_001017192	(chuS) heme oxygenase ChuS [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_29_length_74674_cov_39.453785	32716	33218	-	flrA	435-937/1422	....====/==....	6/12	34.95	70.53	vfdb	WP_017409846	(flrA) FleQ protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_29_length_74674_cov_39.453785	58332	58792	+	fleR	451-911/1422	....====/=.....	8/18	31.79	68.08	vfdb	NP_249790	(fleR) two-component response regulator [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	150836	151486	+	rcsB	1-651/651	===============	0/0	100.00	99.69	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	302444	302919	-	tssJ2	51-526/528	.=======/======	2/4	89.77	73.22	vfdb	WP_077064463	(tssJ2) type VI secretion system lipoprotein TssJ [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	303116	304077	-	tssG2	8-969/1080	========/=====.	10/20	88.15	71.50	vfdb	WP_077064462	(tssG2) type VI secretion system baseplate subunit TssG [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	304048	305817	-	tssF2	1-1770/1770	========/======	2/2	99.94	78.66	vfdb	WP_077064461	(tssF2) type VI secretion system baseplate subunit TssF [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	305851	306729	-	tssA2	739-1617/1617	......==/======	4/12	53.99	70.39	vfdb	WP_077064460	(tssA2) type VI secretion system protein TssA [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	307997	310251	-	tssM2	763-3017/3069	...=====/======	6/16	73.22	74.50	vfdb	WP_374206935	(tssM2) type VI secretion system protein ImpL [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569676/contigs.fasta	NODE_2_length_326252_cov_45.314129	312531	312780	-	tagP	10-259/264	===============	0/0	94.70	73.20	vfdb	WP_077064457	(tagP) PAAR domain-containing protein [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
