#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_18_length_128853_cov_24.579906	90189	90704	+	CBU_1566	1-519/735	========/==....	5/11	69.66	67.30	vfdb	NP_820549	(CBU_1566) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_19_length_124136_cov_22.341870	1	209	-	vipA/tssB	1-209/492	=======........	0/0	42.48	98.56	vfdb	WP_004176434	(vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_19_length_124136_cov_22.341870	83079	84913	+	iroN	130-1958/2175	========/=====.	20/52	83.03	68.84	vfdb	WP_015874979	(iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_1_length_394780_cov_23.181732	86588	87523	-	iroE	1-936/936	===============	0/0	100.00	99.36	vfdb	WP_004190148	(iroE) siderophore esterase IroE [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_1_length_394780_cov_23.181732	211962	213093	+	pvdH	211-1348/1410	..======/======	17/36	79.22	65.74	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_1_length_394780_cov_23.181732	232929	234858	+	katG	248-2213/2223	.=======/======	35/98	85.43	65.80	vfdb	NP_216424	(katG) catalase-peroxidase [KatG (VF0303) - Stress survival (VFC0282)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_1_length_394780_cov_23.181732	236246	236733	-	mgtC	22-509/696	===========....	0/0	70.11	76.23	vfdb	NP_462663	(mgtC) Salmonella virulence protein MgtC [MgtC (VF1365) - Nutritional/Metabolic factor (VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_1_length_394780_cov_23.181732	305027	306082	+	narH	25-1086/1677	========/==....	17/28	62.31	67.75	vfdb	NP_215678	(narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_21_length_99367_cov_29.541384	11827	12294	-	fleQ	504-971/1473	....====/==....	4/8	31.50	68.01	vfdb	NP_249788	(fleQ) transcriptional regulator FleQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_22_length_98427_cov_26.015496	94064	94480	-	luxS	1-417/519	========/====..	2/2	80.15	72.49	vfdb	WP_001130227	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_23_length_90595_cov_23.778033	24267	24529	+	sodB	21-283/579	========.......	0/0	45.42	69.96	vfdb	WP_016357051	(sodB) superoxide dismutase [SodB (VF0169) - Stress survival (VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_24_length_86935_cov_26.119505	17664	18305	-	PA2359	112-753/1086	.=======/==....	8/18	58.29	69.12	vfdb	NP_251049	(PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_24_length_86935_cov_26.119505	73202	74193	+	rpoS	2-993/993	========/======	2/2	99.80	86.71	vfdb	NP_461845	(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_26_length_78505_cov_23.589802	10416	10723	-	hcp2	1-308/492	========/=.....	4/8	61.79	69.87	vfdb	WP_032643420	(hcp2) type VI secretion system protein Hcp [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_26_length_78505_cov_23.589802	13621	14426	-	chuS	175-992/1029	..======/======	14/36	77.16	66.63	vfdb	WP_001017192	(chuS) heme oxygenase ChuS [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_26_length_78505_cov_23.589802	36547	37049	-	flrA	435-937/1422	....====/==....	6/12	34.95	70.53	vfdb	WP_017409846	(flrA) FleQ protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_26_length_78505_cov_23.589802	62163	62623	+	fleR	451-911/1422	....====/=.....	8/18	31.79	68.08	vfdb	NP_249790	(fleR) two-component response regulator [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_27_length_74940_cov_26.528245	17825	20881	-	acrB	9-3083/3147	========/======	60/118	95.55	66.72	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_28_length_73869_cov_26.575618	14934	15397	+	gmhA/lpcA	113-576/585	..=============	0/0	79.32	72.20	vfdb	WP_005694260	(gmhA/lpcA) phosphoheptose isomerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_29_length_72334_cov_24.598821	15224	15945	+	nueA	1-734/762	========/======	11/26	93.83	70.72	vfdb	WP_016351249	(nueA) NeuA protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_29_length_72334_cov_24.598821	62092	63162	-	ompA	1-1041/1041	========/======	2/30	100.00	83.75	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	782	1529	+	tssK2	603-1350/1350	......==/======	2/4	55.26	69.60	vfdb	WP_032643425	(tssK2) type VI secretion system baseplate subunit TssK [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	3894	4385	+	hcp2	1-492/492	===============	0/0	100.00	88.01	vfdb	WP_032643420	(hcp2) type VI secretion system protein Hcp [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	4806	7069	+	vgrG3	1-2261/2355	========/======	15/23	95.58	70.36	vfdb	WP_077064454	(vgrG3) type VI secretion system Vgr family protein [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	13473	13722	+	tagP	10-259/264	===============	0/0	94.70	73.20	vfdb	WP_077064457	(tagP) PAAR domain-containing protein [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	16002	18256	+	tssM2	763-3017/3069	...=====/======	6/16	73.22	74.50	vfdb	WP_374206935	(tssM2) type VI secretion system protein ImpL [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	19524	20402	+	tssA2	739-1617/1617	......==/======	4/12	53.99	70.39	vfdb	WP_077064460	(tssA2) type VI secretion system protein TssA [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	20436	22205	+	tssF2	1-1770/1770	========/======	2/2	99.94	78.66	vfdb	WP_077064461	(tssF2) type VI secretion system baseplate subunit TssF [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	22176	23137	+	tssG2	8-969/1080	========/=====.	10/20	88.15	71.50	vfdb	WP_077064462	(tssG2) type VI secretion system baseplate subunit TssG [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	23334	23809	+	tssJ2	51-526/528	.=======/======	2/4	89.77	73.22	vfdb	WP_077064463	(tssJ2) type VI secretion system lipoprotein TssJ [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_2_length_326252_cov_26.136154	174767	175417	-	rcsB	1-651/651	===============	0/0	100.00	99.69	vfdb	WP_002913007	(rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_32_length_58773_cov_26.204665	44952	45388	+	fur	1-437/453	===============	0/0	96.47	84.21	vfdb	NP_459678	(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_33_length_55514_cov_23.067446	44459	45779	-	ibeB	54-1374/1383	========/======	11/22	94.72	69.07	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_34_length_48951_cov_23.369092	36415	37084	+	phoP	4-673/675	===============	0/0	99.26	79.70	vfdb	NP_460201	(phoP) response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_34_length_48951_cov_23.369092	37113	38530	+	phoQ	28-1442/1464	========/======	3/7	96.52	75.00	vfdb	NP_460200	(phoQ) sensor protein PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_36_length_34393_cov_29.994172	30274	30737	+	PA2359	145-608/1086	.=======/......	5/10	42.27	66.95	vfdb	NP_251049	(PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_3_length_314132_cov_27.448842	29961	30339	-	pilT	380-758/1035	.....===/===...	8/10	36.14	68.75	vfdb	NP_249086	(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_3_length_314132_cov_27.448842	89870	90944	-	rfaE	338-1412/1431	...=====/======	4/10	74.77	66.02	vfdb	WP_005693548	(rfaE) ADP-heptose synthase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_3_length_314132_cov_27.448842	102270	102982	+	ureB	646-1358/1710	.....===/====..	7/14	41.29	65.28	vfdb	WP_000724295	(ureB) urease beta subunit UreB urea amidohydrolase [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_3_length_314132_cov_27.448842	104694	105031	+	ureG	172-509/600	....=========..	0/0	56.33	68.94	vfdb	WP_000238762	(ureG) urease accessory protein (ureG) [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569677/contigs.fasta	NODE_3_length_314132_cov_27.448842	245850	246530	+	rpoN	814-1494/1494	.......=/======	2/2	45.52	68.18	vfdb	NP_253152	(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
